Package Name,Version,License,Source URL
@babel/plugin-syntax-object-rest-spread,7.8.3,MIT,https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-object-rest-spread
@babel/plugin-transform-parameters,7.10.5,MIT,https://github.com/babel/babel.git
@babel/plugin-proposal-optional-catch-binding,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-syntax-optional-catch-binding,7.8.3,MIT,https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-catch-binding
@babel/plugin-proposal-optional-chaining,7.11.0,MIT,https://github.com/babel/babel.git
@babel/plugin-syntax-optional-chaining,7.8.3,MIT,https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-optional-chaining
@babel/plugin-proposal-private-methods,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-proposal-unicode-property-regex,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-syntax-class-properties,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-syntax-top-level-await,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-arrow-functions,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-async-to-generator,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-block-scoped-functions,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-block-scoping,7.11.1,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-classes,7.10.4,MIT,https://github.com/babel/babel.git
globals,11.12.0,MIT,sindresorhus/globals
@babel/plugin-transform-computed-properties,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-destructuring,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-dotall-regex,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-duplicate-keys,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-exponentiation-operator,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-for-of,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-function-name,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-literals,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-member-expression-literals,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-modules-amd,7.10.5,MIT,https://github.com/babel/babel.git
babel-plugin-dynamic-import-node,2.3.3,MIT,git+https://github.com/airbnb/babel-plugin-dynamic-import-node.git
@babel/plugin-transform-modules-commonjs,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-modules-systemjs,7.10.5,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-modules-umd,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-named-capturing-groups-regex,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-new-target,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-object-super,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-property-literals,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-regenerator,7.10.4,MIT,https://github.com/babel/babel.git
regenerator-transform,0.14.5,MIT,https://github.com/facebook/regenerator/tree/master/packages/regenerator-transform
@babel/plugin-transform-reserved-words,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-runtime,7.11.0,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-shorthand-properties,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-spread,7.11.0,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-sticky-regex,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-template-literals,7.10.5,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-typeof-symbol,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-unicode-escapes,7.10.4,MIT,https://github.com/babel/babel.git
@babel/plugin-transform-unicode-regex,7.10.4,MIT,https://github.com/babel/babel.git
@babel/preset-env,7.11.0,MIT,https://github.com/babel/babel.git
@babel/preset-modules,0.1.3,MIT,https://github.com/babel/preset-modules
core-js-compat,3.6.5,MIT,https://github.com/zloirock/core-js.git
esutils,2.0.3,BSD-2-Clause,http://github.com/estools/esutils.git
@babel/runtime,7.11.2,MIT,https://github.com/babel/babel.git
regenerator-runtime,0.13.7,MIT,https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime
@babel/runtime,7.17.8,MIT,https://github.com/babel/babel.git
regenerator-runtime,0.13.9,MIT,https://github.com/facebook/regenerator/tree/master/packages/runtime
to-fast-properties,2.0.0,MIT,sindresorhus/to-fast-properties
@eslint/eslintrc,0.4.3,MIT,eslint/eslintrc
ajv,6.12.6,MIT,https://github.com/ajv-validator/ajv.git
espree,7.3.1,BSD-2-Clause,eslint/espree
globals,13.13.0,MIT,sindresorhus/globals
ignore,4.0.6,MIT,git@github.com:kaelzhang/node-ignore.git
import-fresh,3.2.1,MIT,sindresorhus/import-fresh
js-yaml,3.14.0,MIT,nodeca/js-yaml
minimatch,3.0.4,ISC,git://github.com/isaacs/minimatch.git
strip-json-comments,3.1.1,MIT,sindresorhus/strip-json-comments
@humanwhocodes/config-array,0.5.0,Apache-2.0,git+https://github.com/humanwhocodes/config-array.git
@humanwhocodes/object-schema,1.2.1,BSD-3-Clause,git+https://github.com/humanwhocodes/object-schema.git
@types/http-proxy,1.17.4,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git
@types/node,14.0.27,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git
@types/json-schema,7.0.5,MIT,https://github.com/DefinitelyTyped/DefinitelyTyped.git
@types/json5,0.0.29,MIT,https://www.github.com/DefinitelyTyped/DefinitelyTyped.git
@webassemblyjs/ast,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
@webassemblyjs/helper-module-context,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
@webassemblyjs/helper-wasm-bytecode,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
@webassemblyjs/wast-parser,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
@webassemblyjs/floating-point-hex-parser,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
@webassemblyjs/helper-api-error,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
@webassemblyjs/helper-buffer,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
@webassemblyjs/helper-code-frame,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
@webassemblyjs/wast-printer,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
@webassemblyjs/helper-fsm,1.9.0,ISC,https://github.com/xtuc/webassemblyjs
@webassemblyjs/helper-wasm-section,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
@webassemblyjs/wasm-gen,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
@webassemblyjs/ieee754,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
@xtuc/ieee754,1.2.0,BSD-3-Clause,https://github.com/xtuc/webassemblyjs
@webassemblyjs/leb128,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
@xtuc/long,4.2.2,Apache-2.0,https://github.com/xtuc/webassemblyjs
@webassemblyjs/utf8,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
@webassemblyjs/wasm-edit,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
@webassemblyjs/wasm-opt,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
@webassemblyjs/wasm-parser,1.9.0,MIT,https://github.com/xtuc/webassemblyjs
accepts,1.3.7,MIT,jshttp/accepts
mime-types,2.1.27,MIT,jshttp/mime-types
negotiator,0.6.2,MIT,jshttp/negotiator
acorn-jsx,5.3.2,MIT,https://github.com/acornjs/acorn-jsx
acorn,6.4.1,MIT,https://github.com/acornjs/acorn.git
acorn,7.4.0,MIT,https://github.com/acornjs/acorn.git
ajv-errors,1.0.1,MIT,git+https://github.com/epoberezkin/ajv-errors.git
ajv-keywords,3.5.2,MIT,git+https://github.com/epoberezkin/ajv-keywords.git
ajv,6.12.3,MIT,https://github.com/ajv-validator/ajv.git
fast-deep-equal,3.1.3,MIT,git+https://github.com/epoberezkin/fast-deep-equal.git
fast-json-stable-stringify,2.1.0,MIT,git://github.com/epoberezkin/fast-json-stable-stringify.git
json-schema-traverse,0.4.1,MIT,git+https://github.com/epoberezkin/json-schema-traverse.git
uri-js,4.2.2,BSD-2-Clause,http://github.com/garycourt/uri-js
ajv,8.10.0,MIT,ajv-validator/ajv
json-schema-traverse,1.0.0,MIT,git+https://github.com/epoberezkin/json-schema-traverse.git
require-from-string,2.0.2,MIT,floatdrop/require-from-string
ansi-colors,4.1.1,MIT,doowb/ansi-colors
ansi-escapes,3.2.0,MIT,sindresorhus/ansi-escapes
ansi-regex,2.1.1,MIT,chalk/ansi-regex
ansi-regex,3.0.0,MIT,chalk/ansi-regex
ansi-regex,4.1.0,MIT,chalk/ansi-regex
ansi-regex,5.0.0,MIT,chalk/ansi-regex
ansi-regex,5.0.1,MIT,chalk/ansi-regex
ansi-styles,2.2.1,MIT,chalk/ansi-styles
ansi-styles,3.2.1,MIT,chalk/ansi-styles
color-convert,1.9.3,MIT,Qix-/color-convert
ansi-styles,4.3.0,MIT,chalk/ansi-styles
color-convert,2.0.1,MIT,Qix-/color-convert
anymatch,2.0.0,ISC,https://github.com/micromatch/anymatch
micromatch,3.1.10,MIT,micromatch/micromatch
normalize-path,2.1.1,MIT,jonschlinkert/normalize-path
anymatch,3.1.1,ISC,https://github.com/micromatch/anymatch
normalize-path,3.0.0,MIT,jonschlinkert/normalize-path
picomatch,2.2.2,MIT,micromatch/picomatch
aproba,1.2.0,ISC,https://github.com/iarna/aproba
argparse,1.0.10,MIT,nodeca/argparse
sprintf-js,1.0.3,BSD-3-Clause,https://github.com/alexei/sprintf.js.git
arr-diff,4.0.0,MIT,jonschlinkert/arr-diff
arr-flatten,1.1.0,MIT,jonschlinkert/arr-flatten
arr-union,3.1.0,MIT,jonschlinkert/arr-union
array-flatten,1.1.1,MIT,git://github.com/blakeembrey/array-flatten.git
array-includes,3.1.4,MIT,git://github.com/es-shims/array-includes.git
call-bind,1.0.2,MIT,git+https://github.com/ljharb/call-bind.git
define-properties,1.1.3,MIT,git://github.com/ljharb/define-properties.git
es-abstract,1.19.1,MIT,git://github.com/ljharb/es-abstract.git
get-intrinsic,1.1.1,MIT,git+https://github.com/ljharb/get-intrinsic.git
is-string,1.0.7,MIT,git://github.com/ljharb/is-string.git
array-unique,0.3.2,MIT,jonschlinkert/array-unique
array.prototype.flat,1.2.5,MIT,git://github.com/es-shims/Array.prototype.flat.git
asn1.js,4.10.1,MIT,git@github.com:indutny/asn1.js
bn.js,4.11.9,MIT,git@github.com:indutny/bn.js
inherits,2.0.4,ISC,git://github.com/isaacs/inherits
minimalistic-assert,1.0.1,ISC,https://github.com/calvinmetcalf/minimalistic-assert.git
assert,1.5.0,MIT,git://github.com/browserify/commonjs-assert.git
object-assign,4.1.1,MIT,sindresorhus/object-assign
util,0.10.3,MIT,git://github.com/defunctzombie/node-util
assign-symbols,1.0.0,MIT,jonschlinkert/assign-symbols
astral-regex,1.0.0,MIT,kevva/astral-regex
astral-regex,2.0.0,MIT,kevva/astral-regex
async-each,1.0.3,MIT,git://github.com/paulmillr/async-each.git
atob,2.1.2,(MIT OR Apache-2.0),git://git.coolaj86.com/coolaj86/atob.js.git
babel-eslint,9.0.0,MIT,https://github.com/babel/babel-eslint.git
eslint-scope,3.7.1,BSD-2-Clause,eslint/eslint-scope
eslint-visitor-keys,1.3.0,Apache-2.0,eslint/eslint-visitor-keys
babel-loader,8.1.0,MIT,https://github.com/babel/babel-loader.git
find-cache-dir,2.1.0,MIT,avajs/find-cache-dir
loader-utils,1.4.0,MIT,https://github.com/webpack/loader-utils.git
mkdirp,0.5.5,MIT,https://github.com/substack/node-mkdirp.git
pify,4.0.1,MIT,sindresorhus/pify
schema-utils,2.7.0,MIT,webpack/schema-utils
webpack,4.44.1,MIT,https://github.com/webpack/webpack.git
object.assign,4.1.2,MIT,git://github.com/ljharb/object.assign.git
balanced-match,1.0.0,MIT,git://github.com/juliangruber/balanced-match.git
base,0.11.2,MIT,node-base/base
cache-base,1.0.1,MIT,jonschlinkert/cache-base
class-utils,0.3.6,MIT,jonschlinkert/class-utils
component-emitter,1.3.0,MIT,https://github.com/component/emitter.git
define-property,1.0.0,MIT,jonschlinkert/define-property
isobject,3.0.1,MIT,jonschlinkert/isobject
mixin-deep,1.3.2,MIT,jonschlinkert/mixin-deep
pascalcase,0.1.1,MIT,jonschlinkert/pascalcase
base64-js,1.3.1,MIT,git://github.com/beatgammit/base64-js.git
big.js,5.2.2,MIT,https://github.com/MikeMcl/big.js.git
binary-extensions,1.13.1,MIT,sindresorhus/binary-extensions
binary-extensions,2.1.0,MIT,sindresorhus/binary-extensions
bindings,1.5.0,MIT,git://github.com/TooTallNate/node-bindings.git
file-uri-to-path,1.0.0,MIT,git://github.com/TooTallNate/file-uri-to-path.git
bluebird,3.7.2,MIT,git://github.com/petkaantonov/bluebird.git
bn.js,5.1.2,MIT,git@github.com:indutny/bn.js
body-parser,1.19.0,MIT,expressjs/body-parser
bytes,3.1.0,MIT,visionmedia/bytes.js
content-type,1.0.4,MIT,jshttp/content-type
debug,2.6.9,MIT,git://github.com/visionmedia/debug.git
depd,1.1.2,MIT,dougwilson/nodejs-depd
http-errors,1.7.2,MIT,jshttp/http-errors
iconv-lite,0.4.24,MIT,git://github.com/ashtuchkin/iconv-lite.git
on-finished,2.3.0,MIT,jshttp/on-finished
qs,6.7.0,BSD-3-Clause,https://github.com/ljharb/qs.git
raw-body,2.4.0,MIT,stream-utils/raw-body
type-is,1.6.18,MIT,jshttp/type-is
brace-expansion,1.1.11,MIT,git://github.com/juliangruber/brace-expansion.git
concat-map,0.0.1,MIT,git://github.com/substack/node-concat-map.git
braces,2.3.2,MIT,micromatch/braces
extend-shallow,2.0.1,MIT,jonschlinkert/extend-shallow
fill-range,4.0.0,MIT,jonschlinkert/fill-range
repeat-element,1.1.3,MIT,jonschlinkert/repeat-element
snapdragon-node,2.1.1,MIT,jonschlinkert/snapdragon-node
snapdragon,0.8.2,MIT,jonschlinkert/snapdragon
split-string,3.1.0,MIT,jonschlinkert/split-string
to-regex,3.0.2,MIT,jonschlinkert/to-regex
braces,3.0.2,MIT,micromatch/braces
fill-range,7.0.1,MIT,jonschlinkert/fill-range
brorand,1.1.0,MIT,git@github.com:indutny/brorand
browserify-aes,1.2.0,MIT,git://github.com/crypto-browserify/browserify-aes.git
buffer-xor,1.0.3,MIT,https://github.com/crypto-browserify/buffer-xor.git
cipher-base,1.0.4,MIT,git+https://github.com/crypto-browserify/cipher-base.git
create-hash,1.2.0,MIT,git@github.com:crypto-browserify/createHash.git
evp_bytestokey,1.0.3,MIT,https://github.com/crypto-browserify/EVP_BytesToKey.git
safe-buffer,5.2.1,MIT,git://github.com/feross/safe-buffer.git
browserify-cipher,1.0.1,MIT,git@github.com:crypto-browserify/browserify-cipher.git
browserify-des,1.0.2,MIT,git+https://github.com/crypto-browserify/browserify-des.git
des.js,1.0.1,MIT,git+ssh://git@github.com/indutny/des.js.git
browserify-rsa,4.0.1,MIT,git@github.com:crypto-browserify/browserify-rsa.git
randombytes,2.1.0,MIT,git@github.com:crypto-browserify/randombytes.git
browserify-sign,4.2.1,ISC,https://github.com/crypto-browserify/browserify-sign.git
create-hmac,1.1.7,MIT,https://github.com/crypto-browserify/createHmac.git
elliptic,6.5.3,MIT,git@github.com:indutny/elliptic
parse-asn1,5.1.5,ISC,git://github.com/crypto-browserify/parse-asn1.git
readable-stream,3.6.0,MIT,git://github.com/nodejs/readable-stream
browserify-zlib,0.2.0,MIT,git+https://github.com/devongovett/browserify-zlib.git
pako,1.0.11,(MIT AND Zlib),nodeca/pako
caniuse-lite,1.0.30001113,CC-BY-4.0,ben-eb/caniuse-lite
electron-to-chromium,1.3.529,ISC,https://github.com/kilian/electron-to-chromium/
escalade,3.0.2,MIT,lukeed/escalade
node-releases,1.1.60,MIT,git+https://github.com/chicoxyzzy/node-releases.git
buffer-from,1.1.1,MIT,LinusU/buffer-from
buffer,4.9.2,MIT,git://github.com/feross/buffer.git
ieee754,1.1.13,BSD-3-Clause,git://github.com/feross/ieee754.git
isarray,1.0.0,MIT,git://github.com/juliangruber/isarray.git
builtin-status-codes,3.0.0,MIT,bendrucker/builtin-status-codes
cacache,12.0.4,ISC,https://github.com/npm/cacache
chownr,1.1.4,ISC,git://github.com/isaacs/chownr.git
figgy-pudding,3.5.2,ISC,https://github.com/npm/figgy-pudding
glob,7.1.6,ISC,git://github.com/isaacs/node-glob.git
graceful-fs,4.2.4,ISC,https://github.com/isaacs/node-graceful-fs
infer-owner,1.0.4,ISC,https://github.com/npm/infer-owner
lru-cache,5.1.1,ISC,git://github.com/isaacs/node-lru-cache.git
mississippi,3.0.0,BSD-2-Clause,git+https://github.com/maxogden/mississippi.git
move-concurrently,1.0.1,ISC,git+https://github.com/npm/move-concurrently.git
promise-inflight,1.0.1,ISC,git+https://github.com/iarna/promise-inflight.git
rimraf,2.7.1,ISC,git://github.com/isaacs/rimraf.git
ssri,6.0.1,ISC,https://github.com/zkat/ssri
unique-filename,1.1.1,ISC,https://github.com/iarna/unique-filename.git
y18n,4.0.0,ISC,git@github.com:yargs/y18n.git
collection-visit,1.0.0,MIT,jonschlinkert/collection-visit
get-value,2.0.6,MIT,jonschlinkert/get-value
has-value,1.0.0,MIT,jonschlinkert/has-value
set-value,2.0.1,MIT,jonschlinkert/set-value
to-object-path,0.3.0,MIT,jonschlinkert/to-object-path
union-value,1.0.1,MIT,jonschlinkert/union-value
unset-value,1.0.0,MIT,jonschlinkert/unset-value
function-bind,1.1.1,MIT,git://github.com/Raynos/function-bind.git
callsites,3.1.0,MIT,sindresorhus/callsites
chalk,1.1.3,MIT,chalk/chalk
escape-string-regexp,1.0.5,MIT,sindresorhus/escape-string-regexp
has-ansi,2.0.0,MIT,sindresorhus/has-ansi
strip-ansi,3.0.1,MIT,chalk/strip-ansi
supports-color,2.0.0,MIT,chalk/supports-color
supports-color,5.5.0,MIT,chalk/supports-color
chalk,4.1.0,MIT,chalk/chalk
supports-color,7.2.0,MIT,chalk/supports-color
chardet,0.7.0,MIT,git@github.com:runk/node-chardet.git
chokidar,2.1.8,MIT,https://github.com/paulmillr/chokidar.git
fsevents,1.2.13,MIT,https://github.com/strongloop/fsevents.git
glob-parent,3.1.0,ISC,https://github.com/es128/glob-parent
is-binary-path,1.0.1,MIT,sindresorhus/is-binary-path
is-glob,4.0.3,MIT,micromatch/is-glob
path-is-absolute,1.0.1,MIT,sindresorhus/path-is-absolute
readdirp,2.2.1,MIT,git://github.com/paulmillr/readdirp.git
upath,1.2.0,MIT,git://github.com/anodynos/upath
chokidar,3.5.1,MIT,git+https://github.com/paulmillr/chokidar.git
fsevents,2.3.2,MIT,https://github.com/fsevents/fsevents.git
glob-parent,5.1.2,ISC,gulpjs/glob-parent
is-binary-path,2.1.0,MIT,sindresorhus/is-binary-path
readdirp,3.5.0,MIT,git://github.com/paulmillr/readdirp.git
chrome-trace-event,1.0.2,MIT,github.com:samccone/chrome-trace-event
tslib,1.13.0,0BSD,https://github.com/Microsoft/tslib.git
define-property,0.2.5,MIT,jonschlinkert/define-property
static-extend,0.1.2,MIT,jonschlinkert/static-extend
cli-cursor,2.1.0,MIT,sindresorhus/cli-cursor
restore-cursor,2.0.0,MIT,sindresorhus/restore-cursor
cli-width,2.2.1,ISC,git@github.com:knownasilya/cli-width.git
coalescy,1.0.0,MIT,https://github.com/royriojas/coalescy.git
map-visit,1.0.0,MIT,jonschlinkert/map-visit
object-visit,1.0.1,MIT,jonschlinkert/object-visit
color-name,1.1.3,MIT,git@github.com:dfcreative/color-name.git
color-name,1.1.4,MIT,git@github.com:colorjs/color-name.git
commander,2.20.3,MIT,https://github.com/tj/commander.js.git
commondir,1.0.1,MIT,http://github.com/substack/node-commondir.git
concat-stream,1.6.2,MIT,http://github.com/maxogden/concat-stream.git
readable-stream,2.3.7,MIT,git://github.com/nodejs/readable-stream
typedarray,0.0.6,MIT,git://github.com/substack/typedarray.git
confusing-browser-globals,1.0.11,MIT,https://github.com/facebook/create-react-app.git
console-browserify,1.2.0,,git://github.com/browserify/console-browserify.git
constants-browserify,1.0.0,MIT,git://github.com/juliangruber/constants-browserify.git
content-disposition,0.5.3,MIT,jshttp/content-disposition
safe-buffer,5.1.2,MIT,git://github.com/feross/safe-buffer.git
cookie-signature,1.0.6,MIT,https://github.com/visionmedia/node-cookie-signature.git
cookie,0.4.0,MIT,jshttp/cookie
copy-concurrently,1.0.5,ISC,git+https://github.com/npm/copy-concurrently.git
fs-write-stream-atomic,1.0.10,ISC,https://github.com/npm/fs-write-stream-atomic
iferr,0.1.5,MIT,https://github.com/shesek/iferr
run-queue,1.0.3,ISC,git+https://github.com/iarna/run-queue.git
copy-descriptor,0.1.1,MIT,jonschlinkert/copy-descriptor
semver,7.0.0,ISC,https://github.com/npm/node-semver
core-util-is,1.0.2,MIT,git://github.com/isaacs/core-util-is
create-ecdh,4.0.4,MIT,https://github.com/crypto-browserify/createECDH.git
md5.js,1.3.5,MIT,https://github.com/crypto-browserify/md5.js.git
ripemd160,2.0.2,MIT,https://github.com/crypto-browserify/ripemd160
sha.js,2.4.11,(MIT AND BSD-3-Clause),git://github.com/crypto-browserify/sha.js.git
cross-spawn,6.0.5,MIT,git@github.com:moxystudio/node-cross-spawn.git
